location,year,run,fuel,transmission,owner,mileage,engine,power,seats,brand,model
Chennai,2015,48000,Diesel,Automatic,1,16.96,1968.0,b'58.16',5.0,Volkswagen,105
Delhi,2014,66000,Diesel,Manual,1,20.0,1399.0,b'58.16',5.0,Ford,80
Ahmedabad,2013,80000,Diesel,Automatic,2,11.18,2696.0,b'58.16',7.0,Mahindra,172
Chennai,2011,37000,Petrol,Manual,1,15.04,1598.0,b'58.16',5.0,Volkswagen,188
Kochi,2016,35058,Petrol,Manual,1,15.0,1598.0,b'58.16',5.0,Skoda,149
Delhi,2012,52000,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Hyderabad,2015,61313,Diesel,Manual,1,23.65,1248.0,b'58.16',5.0,Maruti,154
Kolkata,2009,45000,Petrol,Manual,2,14.53,1798.0,b'58.16',5.0,Toyota,54
Bangalore,2015,74000,Diesel,Manual,1,20.77,1248.0,b'58.16',7.0,Maruti,72
Hyderabad,2013,89000,Petrol,Automatic,1,19.2,1197.0,b'58.16',5.0,Hyundai,216
Kochi,2019,13414,Diesel,Automatic,1,17.9,2143.0,b'58.16',5.0,Mercedes-Benz,36
Jaipur,2006,95000,Petrol,Manual,2,16.9,1497.0,b'58.16',5.0,Honda,47
Jaipur,2018,15900,Petrol,Manual,1,18.15,1198.0,b'58.16',6.0,Mahindra,106
Delhi,2011,151000,Diesel,Manual,1,11.5,2982.0,b'58.16',7.0,Toyota,83
Bangalore,2011,65000,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Coimbatore,2017,36824,Diesel,Automatic,1,18.53,1968.0,b'58.16',5.0,Audi,13
Coimbatore,2013,65287,Diesel,Manual,1,20.0,1399.0,b'58.16',5.0,Ford,80
Kolkata,2014,52000,Diesel,Automatic,1,17.9,2143.0,b'58.16',5.0,Mercedes-Benz,88
Hyderabad,2007,33000,Petrol,Manual,1,15.26,1150.0,b'58.16',5.0,Chevrolet,23
Hyderabad,2016,71000,Diesel,Manual,1,25.83,1498.0,b'58.16',5.0,Ford,80
Delhi,2013,71000,Diesel,Automatic,1,22.7,1582.0,b'58.16',5.0,Hyundai,68
Kolkata,2016,20000,Petrol,Automatic,1,21.4,1197.0,b'58.16',5.0,Maruti,28
Hyderabad,2010,71000,Petrol,Manual,1,16.1,1197.0,b'58.16',5.0,Maruti,176
Hyderabad,2010,29000,Diesel,Automatic,1,9.9,3498.0,b'58.16',4.0,Mercedes-Benz,37
Ahmedabad,2016,27000,Diesel,Automatic,1,21.76,1995.0,b'58.16',5.0,BMW,3
Chennai,2017,19000,Diesel,Automatic,1,28.4,1248.0,b'58.16',5.0,Maruti,61
Mumbai,2011,58000,Petrol,Manual,2,17.01,1591.0,b'58.16',5.0,Hyundai,191
Kochi,2018,42203,Diesel,Manual,1,17.1,1956.0,b'58.16',5.0,Jeep,51
Hyderabad,2009,94000,Diesel,Automatic,1,11.4,1991.0,b'58.16',5.0,Hyundai,170
Delhi,2013,52000,CNG,Manual,2,15.1,1196.0,b'58.16',5.0,Maruti,67
Kolkata,2018,4900,Diesel,Manual,1,21.5,1497.0,b'58.16',5.0,Tata,126
Jaipur,2013,70000,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Hyderabad,2005,100000,Diesel,Manual,2,13.5,1405.0,b'58.16',5.0,Tata,100
Kochi,2015,65266,Diesel,Automatic,1,14.69,2993.0,b'58.16',5.0,BMW,5
Delhi,2014,54569,Diesel,Manual,1,20.77,1248.0,b'58.16',7.0,Maruti,72
Kochi,2015,51361,Petrol,Manual,1,18.0,1198.0,b'58.16',5.0,Honda,20
Jaipur,2007,125000,Petrol,Manual,3,16.6,1388.0,b'58.16',5.0,Ford,79
Bangalore,2008,66000,Petrol,Manual,3,13.5,1799.0,b'58.16',5.0,Honda,48
Hyderabad,2007,65047,LPG,Manual,1,17.3,1061.0,b'58.16',5.0,Maruti,196
Delhi,2014,22281,Diesel,Manual,1,20.77,1248.0,b'58.16',7.0,Maruti,72
Delhi,2013,63210,Diesel,Manual,1,24.0,1120.0,b'58.16',5.0,Hyundai,95
Pune,2018,31000,Petrol,Manual,1,20.14,1197.0,b'58.16',5.0,Hyundai,209
Ahmedabad,2008,60000,Petrol,Manual,1,19.81,1086.0,b'58.16',5.0,Hyundai,216
Mumbai,2017,32006,Petrol,Manual,1,18.0,1198.0,b'58.16',5.0,Honda,20
Ahmedabad,2009,78000,Diesel,Automatic,1,12.4,2698.0,b'58.16',5.0,Audi,13
Mumbai,2011,9489,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Pune,2018,5000,Petrol,Manual,1,25.17,799.0,b'58.16',5.0,Renault,107
Jaipur,2012,60000,Diesel,Automatic,2,15.2,1968.0,b'58.16',5.0,Audi,12
Jaipur,2015,50000,Petrol,Manual,1,22.74,796.0,b'58.16',5.0,Maruti,19
Delhi,2015,53000,Petrol,Manual,1,17.8,1497.0,b'58.16',5.0,Honda,47
Delhi,2011,64000,Petrol,Automatic,2,11.74,1796.0,b'58.16',5.0,Mercedes-Benz,125
Coimbatore,2017,43827,Diesel,Automatic,1,13.22,2967.0,b'58.16',5.0,Audi,143
Pune,2011,36431,Petrol,Manual,1,16.2,1199.0,b'58.16',5.0,Volkswagen,138
Mumbai,2017,35000,Diesel,Manual,1,21.38,1396.0,b'58.16',5.0,Hyundai,56
Kochi,2011,94832,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Coimbatore,2012,88381,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Kolkata,2016,45194,Diesel,Manual,1,22.7,1598.0,b'58.16',5.0,Maruti,154
Mumbai,2010,66000,Petrol,Manual,2,16.51,1586.0,b'58.16',5.0,Maruti,162
Kolkata,2014,38578,Diesel,Manual,1,23.4,1248.0,b'58.16',5.0,Maruti,176
Chennai,2015,40000,Diesel,Manual,1,20.77,1248.0,b'58.16',7.0,Maruti,72
Coimbatore,2018,20632,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,217
Hyderabad,2014,73042,Diesel,Manual,1,24.0,1120.0,b'58.16',5.0,Hyundai,95
Delhi,2014,54257,Petrol,Manual,1,17.4,1497.0,b'58.16',5.0,Honda,47
Hyderabad,2013,93000,Diesel,Manual,1,20.5,1598.0,b'58.16',5.0,Skoda,149
Hyderabad,2005,102000,Diesel,Automatic,2,11.0,2987.0,b'58.16',5.0,Mercedes-Benz,63
Coimbatore,2016,28881,Diesel,Automatic,1,13.01,2199.0,b'58.16',7.0,Hyundai,165
Hyderabad,2007,52195,Petrol,Manual,1,19.7,796.0,b'58.16',5.0,Maruti,19
Coimbatore,2018,20422,Diesel,Manual,1,12.4,2499.0,b'58.16',5.0,ISUZU,59
Kolkata,2012,38000,Diesel,Manual,1,24.8,1396.0,b'58.16',5.0,Hyundai,191
Coimbatore,2015,92885,Diesel,Manual,1,20.0,1399.0,b'58.16',5.0,Ford,80
Pune,2010,43000,Petrol,Manual,2,17.0,1497.0,b'58.16',5.0,Honda,47
Coimbatore,2016,70478,Diesel,Manual,1,17.8,1248.0,b'58.16',5.0,Maruti,176
Delhi,2015,57000,Diesel,Manual,1,23.9,1582.0,b'58.16',5.0,Hyundai,191
Coimbatore,2018,32434,Petrol,Automatic,1,13.0,1591.0,b'58.16',5.0,Hyundai,56
Hyderabad,2017,32000,Diesel,Manual,1,22.7,1498.0,b'58.16',5.0,Ford,66
Delhi,2011,59000,Diesel,Automatic,1,11.2,2993.0,b'58.16',4.0,BMW,201
Coimbatore,2016,76467,Diesel,Automatic,1,18.12,1995.0,b'58.16',5.0,BMW,5
Hyderabad,2016,100000,Diesel,Manual,1,25.83,1498.0,b'58.16',5.0,Ford,80
Pune,2013,37086,Petrol,Automatic,1,17.0,1591.0,b'58.16',5.0,Hyundai,191
Jaipur,2010,135000,Diesel,Manual,1,13.8,1399.0,b'58.16',5.0,Ford,99
Kochi,2014,54862,Diesel,Automatic,1,17.68,1968.0,b'58.16',5.0,Audi,13
Hyderabad,2010,67758,Petrol,Manual,1,10.8,2354.0,b'58.16',5.0,Honda,38
Pune,2012,56200,Petrol,Automatic,1,15.0,1396.0,b'58.16',5.0,Hyundai,217
Kochi,2011,169006,Diesel,Manual,1,14.24,2755.0,b'58.16',7.0,Toyota,83
Bangalore,2016,20229,Petrol,Manual,1,25.17,799.0,b'58.16',5.0,Renault,107
Chennai,2008,62000,Petrol,Manual,3,18.0,995.0,b'58.16',5.0,Chevrolet,171
Hyderabad,2011,51500,Petrol,Manual,2,16.2,1599.0,b'58.16',5.0,Hyundai,191
Hyderabad,2012,69000,Diesel,Automatic,1,18.88,1995.0,b'58.16',5.0,BMW,3
Bangalore,2004,167000,Petrol,Manual,1,0.0,1086.0,b'58.16',5.0,Hyundai,166
Hyderabad,2015,62476,Diesel,Manual,1,26.59,1248.0,b'58.16',5.0,Maruti,176
Jaipur,2017,60500,Diesel,Manual,1,25.4,1186.0,b'58.16',5.0,Hyundai,209
Mumbai,2017,17978,Petrol,Automatic,1,19.0,1199.0,b'58.16',5.0,Honda,103
Jaipur,2008,300000,Diesel,Manual,1,17.0,1405.0,b'58.16',5.0,Tata,101
Chennai,2013,123000,Diesel,Manual,2,17.8,1399.0,b'58.16',5.0,Ford,79
Kolkata,2016,45296,Diesel,Manual,1,25.1,1248.0,b'58.16',5.0,Maruti,156
Coimbatore,2008,77325,Petrol,Manual,1,15.6,1586.0,b'58.16',5.0,Maruti,162
Kochi,2018,25858,Petrol,Automatic,1,21.4,1197.0,b'58.16',5.0,Maruti,28
Bangalore,2016,120000,Diesel,Manual,1,23.2,1248.0,b'58.16',5.0,Maruti,152
Ahmedabad,2016,22000,Diesel,Automatic,1,19.5,1582.0,b'58.16',5.0,Hyundai,68
Kolkata,2012,11000,Petrol,Manual,1,16.2,995.0,b'58.16',5.0,Chevrolet,171
Mumbai,2017,3900,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,217
Hyderabad,2016,106092,Diesel,Manual,1,24.4,1120.0,b'58.16',5.0,Hyundai,209
Delhi,2015,27000,Petrol,Automatic,1,19.0,1199.0,b'58.16',5.0,Honda,103
Ahmedabad,2013,11000,Petrol,Manual,1,19.4,1198.0,b'58.16',5.0,Honda,34
Coimbatore,2016,39753,Diesel,Automatic,1,13.0,2143.0,b'58.16',5.0,Mercedes-Benz,63
Pune,2017,39800,Diesel,Manual,1,17.6,2179.0,b'58.16',7.0,Tata,97
Pune,2017,73000,Diesel,Manual,1,24.4,1120.0,b'58.16',5.0,Hyundai,209
Pune,2015,55000,Diesel,Manual,1,22.7,1498.0,b'58.16',5.0,Ford,66
Coimbatore,2017,18351,Petrol,Automatic,1,21.9,624.0,b'58.16',4.0,Tata,124
Pune,2013,45000,Petrol,Manual,2,19.4,1198.0,b'58.16',5.0,Honda,34
Hyderabad,2016,112200,Diesel,Manual,1,24.52,1248.0,b'58.16',7.0,Maruti,72
Bangalore,2010,29000,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Hyderabad,2007,57309,Petrol,Manual,1,17.0,1086.0,b'58.16',5.0,Hyundai,166
Mumbai,2015,53392,Diesel,Manual,1,16.0,2179.0,b'58.16',7.0,Mahindra,208
Hyderabad,2010,71000,Diesel,Manual,1,20.54,1598.0,b'58.16',5.0,Volkswagen,188
Hyderabad,2014,93000,Diesel,Manual,1,14.0,2179.0,b'58.16',7.0,Tata,163
Hyderabad,2010,119000,Petrol,Manual,1,10.2,2354.0,b'58.16',5.0,Honda,18
Coimbatore,2016,42225,Petrol,Manual,1,15.1,1196.0,b'58.16',7.0,Maruti,67
Ahmedabad,2012,65000,Diesel,Manual,1,22.9,1248.0,b'58.16',5.0,Maruti,176
Pune,2016,27809,Petrol,Automatic,1,21.4,1197.0,b'58.16',5.0,Maruti,28
Coimbatore,2015,65100,Diesel,Manual,1,15.1,2179.0,b'58.16',7.0,Mahindra,208
Chennai,2014,51000,Petrol,Manual,1,19.1,1197.0,b'58.16',5.0,Hyundai,209
Hyderabad,2017,10000,Diesel,Automatic,1,19.27,2143.0,b'58.16',5.0,Mercedes-Benz,125
Kolkata,2011,54895,Petrol,Manual,1,13.14,1798.0,b'58.16',5.0,Skoda,175
Hyderabad,2015,80768,Diesel,Manual,1,20.14,1498.0,b'58.16',5.0,Volkswagen,57
Kochi,2019,12076,Petrol,Manual,1,20.89,1197.0,b'58.16',5.0,Maruti,98
Chennai,2016,49000,Diesel,Manual,1,25.2,1248.0,b'58.16',5.0,Maruti,176
Mumbai,2015,42366,Petrol,Manual,1,17.8,1497.0,b'58.16',5.0,Honda,47
Ahmedabad,2010,68000,Diesel,Automatic,1,11.5,2993.0,b'58.16',5.0,BMW,5
Hyderabad,2008,122397,Diesel,Manual,1,17.5,1896.0,b'58.16',5.0,Skoda,111
Coimbatore,2017,50534,Petrol,Automatic,1,17.21,1197.0,b'58.16',5.0,Volkswagen,138
Ahmedabad,2014,55300,Diesel,Manual,1,19.87,1461.0,b'58.16',5.0,Renault,60
Hyderabad,2008,73095,Petrol,Automatic,1,16.8,1497.0,b'58.16',5.0,Honda,47
Ahmedabad,2011,51100,Diesel,Manual,1,20.54,1598.0,b'58.16',5.0,Volkswagen,188
Pune,2016,13436,Petrol,Manual,2,18.9,1197.0,b'58.16',5.0,Hyundai,95
Pune,2008,76000,Petrol,Manual,2,16.6,1388.0,b'58.16',5.0,Ford,79
Mumbai,2016,63141,Diesel,Manual,2,24.4,1120.0,b'58.16',5.0,Hyundai,209
Hyderabad,2014,74885,Diesel,Manual,1,25.8,1498.0,b'58.16',5.0,Honda,20
Hyderabad,2016,14000,Petrol,Automatic,1,18.0,1497.0,b'58.16',5.0,Honda,47
Pune,2012,56000,Diesel,Manual,2,20.4,1461.0,b'58.16',5.0,Renault,81
Ahmedabad,2010,46000,Diesel,Automatic,1,22.48,1995.0,b'58.16',5.0,BMW,5
Mumbai,2012,51800,Petrol,Manual,1,15.5,1586.0,b'58.16',5.0,Maruti,162
Hyderabad,2007,81000,Petrol,Automatic,1,16.4,1497.0,b'58.16',5.0,Honda,47
Kochi,2018,17370,Petrol,Manual,1,17.0,1198.0,b'58.16',5.0,Volkswagen,21
Hyderabad,2016,18456,Petrol,Manual,1,17.0,1198.0,b'58.16',5.0,Volkswagen,21
Delhi,2010,59000,Diesel,Automatic,1,16.55,1968.0,b'58.16',5.0,Audi,12
Mumbai,2006,141537,Petrol,Manual,2,18.9,998.0,b'58.16',5.0,Maruti,196
Delhi,2013,51000,Diesel,Automatic,1,19.08,1582.0,b'58.16',5.0,Hyundai,191
Coimbatore,2019,29311,Diesel,Automatic,1,17.9,2143.0,b'58.16',5.0,Mercedes-Benz,89
Mumbai,2016,31000,Diesel,Automatic,1,21.76,1995.0,b'58.16',5.0,BMW,3
Mumbai,2014,80000,Diesel,Manual,2,24.2,1498.0,b'58.16',7.0,Honda,120
Hyderabad,2016,33000,Diesel,Automatic,1,17.01,1582.0,b'58.16',5.0,Hyundai,56
Hyderabad,2011,71556,Petrol,Manual,1,17.0,1497.0,b'58.16',5.0,Honda,47
Bangalore,2011,85000,Diesel,Manual,1,17.8,1399.0,b'58.16',5.0,Ford,79
Chennai,2016,91000,Diesel,Manual,1,26.59,1248.0,b'58.16',5.0,Maruti,176
Coimbatore,2015,73187,Diesel,Automatic,1,13.0,2143.0,b'58.16',5.0,Mercedes-Benz,63
Jaipur,2009,232000,Diesel,Manual,1,11.5,1991.0,b'58.16',7.0,Chevrolet,40
Bangalore,2007,127079,Diesel,Manual,1,12.8,2494.0,b'58.16',7.0,Toyota,102
Kochi,2014,58816,Diesel,Manual,1,17.21,1493.0,b'58.16',7.0,Mahindra,146
Kochi,2015,63818,Petrol,Manual,1,17.4,1497.0,b'58.16',5.0,Honda,47
Kolkata,2014,40000,Diesel,Automatic,1,17.11,1968.0,b'58.16',5.0,Audi,12
Delhi,2013,77445,Diesel,Manual,1,22.07,1199.0,b'58.16',5.0,Volkswagen,138
Pune,2017,14000,Petrol,Automatic,1,14.8,1497.0,b'58.16',5.0,Ford,65
Kolkata,2012,85122,Diesel,Manual,1,12.99,2494.0,b'58.16',7.0,Toyota,102
Jaipur,2005,123000,Petrol,Manual,3,13.0,1493.0,b'58.16',5.0,Honda,47
Kochi,2015,61000,CNG,Manual,1,22.1,1586.0,b'58.16',5.0,Maruti,162
Chennai,2015,63714,Petrol,Manual,1,24.7,796.0,b'58.16',5.0,Maruti,19
Pune,2009,53000,Diesel,Automatic,1,8.7,2987.0,b'58.16',5.0,Mercedes-Benz,115
Kolkata,2017,60000,Diesel,Manual,1,26.59,1248.0,b'58.16',5.0,Maruti,176
Ahmedabad,2017,33000,Diesel,Manual,1,24.3,1248.0,b'58.16',5.0,Maruti,193
Mumbai,2013,31000,Diesel,Automatic,1,13.2,2400.0,b'58.16',5.0,Volvo,157
Delhi,2014,79000,Diesel,Automatic,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Kochi,2013,67914,Diesel,Manual,1,23.0,1396.0,b'58.16',5.0,Hyundai,217
Bangalore,2015,58970,Diesel,Automatic,1,17.11,1968.0,b'58.16',5.0,Audi,12
Mumbai,2013,60000,Diesel,Manual,2,19.64,1461.0,b'58.16',5.0,Nissan,181
Coimbatore,2017,35225,Petrol,Automatic,1,23.1,998.0,b'58.16',5.0,Maruti,45
Delhi,2005,69496,Petrol,Manual,1,15.9,1298.0,b'58.16',5.0,Maruti,73
Delhi,2012,62282,Petrol,Automatic,1,16.95,1197.0,b'58.16',5.0,Hyundai,216
Hyderabad,2010,80000,Diesel,Automatic,1,22.69,1995.0,b'58.16',5.0,BMW,3
Kochi,2018,43698,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Coimbatore,2017,28052,Petrol,Automatic,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Coimbatore,2016,29091,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Delhi,2013,63000,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Hyderabad,2007,91000,Petrol,Manual,2,17.7,1497.0,b'58.16',5.0,Honda,47
Hyderabad,2014,30000,Diesel,Automatic,1,17.9,2143.0,b'58.16',5.0,Mercedes-Benz,88
Hyderabad,2017,24571,Petrol,Manual,1,14.0,796.0,b'58.16',5.0,Maruti,129
Bangalore,2014,45000,Petrol,Automatic,1,15.74,1591.0,b'58.16',5.0,Hyundai,191
Hyderabad,2015,24617,Petrol,Manual,1,22.74,796.0,b'58.16',5.0,Maruti,19
Coimbatore,2017,26927,Diesel,Manual,1,24.3,1248.0,b'58.16',5.0,Maruti,193
Kochi,2013,87736,Diesel,Manual,1,15.1,2179.0,b'58.16',7.0,Mahindra,208
Delhi,2016,35299,Diesel,Manual,1,24.3,1248.0,b'58.16',5.0,Maruti,193
Kochi,2017,51612,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,217
Mumbai,1998,55300,Diesel,Automatic,1,10.0,1796.0,b'58.16',5.0,Mercedes-Benz,63
Hyderabad,2009,65090,Petrol,Manual,1,19.7,796.0,b'58.16',5.0,Maruti,19
Kolkata,2013,40000,Petrol,Manual,1,18.0,1198.0,b'58.16',5.0,Honda,20
Kochi,2015,38467,Diesel,Automatic,1,12.65,2993.0,b'58.16',5.0,Land,153
Mumbai,2013,71904,Diesel,Manual,1,24.0,1120.0,b'58.16',5.0,Hyundai,95
Mumbai,2008,87000,Petrol,Manual,1,13.5,1799.0,b'58.16',5.0,Honda,48
Chennai,2014,33000,Diesel,Manual,2,24.0,1120.0,b'58.16',5.0,Hyundai,95
Jaipur,2009,22100,Petrol,Manual,2,16.1,796.0,b'58.16',4.0,Maruti,8
Hyderabad,2014,59589,Diesel,Manual,1,23.59,1364.0,b'58.16',5.0,Toyota,75
Delhi,2015,44000,Diesel,Manual,1,22.54,1396.0,b'58.16',5.0,Hyundai,217
Mumbai,2017,12000,Petrol,Manual,1,24.07,998.0,b'58.16',5.0,Maruti,19
Pune,2012,66000,Diesel,Automatic,2,17.05,1995.0,b'58.16',5.0,BMW,198
Pune,2016,38009,Petrol,Automatic,1,23.1,998.0,b'58.16',5.0,Maruti,45
Mumbai,2009,35000,Petrol,Automatic,2,13.7,1798.0,b'58.16',5.0,Skoda,175
Pune,2009,70000,Diesel,Manual,1,14.0,2498.0,b'58.16',7.0,Mahindra,211
Delhi,2014,86000,Diesel,Manual,1,15.1,2179.0,b'58.16',7.0,Mahindra,208
Pune,2016,32000,Petrol,Manual,1,19.1,1197.0,b'58.16',5.0,Maruti,176
Mumbai,2017,15000,Petrol,Manual,1,18.88,999.0,b'58.16',5.0,Ford,66
Coimbatore,2014,69918,Diesel,Manual,1,21.43,1364.0,b'58.16',5.0,Toyota,54
Pune,2012,39000,Petrol,Manual,1,18.5,1197.0,b'58.16',5.0,Hyundai,217
Mumbai,2018,1011,Diesel,Manual,1,20.37,1461.0,b'58.16',5.0,Renault,41
Hyderabad,2009,85000,Diesel,Automatic,1,11.0,2987.0,b'58.16',5.0,Mercedes-Benz,63
Chennai,2017,46663,Petrol,Manual,1,21.1,998.0,b'58.16',5.0,Maruti,28
Chennai,2015,27000,Petrol,Automatic,1,17.97,1498.0,b'58.16',5.0,Nissan,174
Chennai,2015,15000,Petrol,Automatic,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Kochi,2018,10575,Petrol,Manual,1,21.56,1462.0,b'58.16',5.0,Maruti,46
Jaipur,2014,12500,Petrol,Manual,1,19.1,1197.0,b'58.16',5.0,Hyundai,209
Ahmedabad,2012,52000,Diesel,Manual,1,22.32,1582.0,b'58.16',5.0,Hyundai,191
Kochi,2015,49818,Petrol,Manual,1,21.5,1197.0,b'58.16',5.0,Maruti,196
Hyderabad,2008,90000,Diesel,Manual,2,16.8,1493.0,b'58.16',5.0,Hyundai,191
Kochi,2015,52207,Petrol,Manual,1,17.71,1197.0,b'58.16',5.0,Toyota,75
Pune,2013,167362,Diesel,Manual,1,11.68,2498.0,b'58.16',7.0,Mahindra,211
Coimbatore,2015,49894,Diesel,Manual,1,23.59,1364.0,b'58.16',5.0,Toyota,75
Kochi,2019,13024,Diesel,Manual,1,18.06,2523.0,b'58.16',7.0,Mahindra,182
Pune,2010,128000,Diesel,Manual,2,14.42,1995.0,b'58.16',5.0,Nissan,197
Kochi,2017,26023,Diesel,Automatic,1,11.36,2755.0,b'58.16',7.0,Toyota,102
Delhi,2016,42784,Diesel,Manual,1,21.38,1396.0,b'58.16',5.0,Hyundai,56
Pune,2014,115000,Diesel,Manual,1,28.4,1248.0,b'58.16',5.0,Maruti,176
Kochi,2019,30529,Diesel,Manual,1,23.9,1582.0,b'58.16',5.0,Hyundai,191
Kochi,2012,14814,Petrol,Manual,2,19.7,796.0,b'58.16',5.0,Maruti,19
Ahmedabad,2016,58000,Diesel,Manual,1,23.65,1248.0,b'58.16',5.0,Maruti,154
Hyderabad,2011,68128,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Hyderabad,2013,63220,Petrol,Manual,1,13.24,1598.0,b'58.16',5.0,Nissan,181
Hyderabad,2016,30000,Petrol,Manual,1,21.1,814.0,b'58.16',5.0,Hyundai,64
Bangalore,2017,27768,Diesel,Manual,1,20.65,1248.0,b'58.16',5.0,Tata,215
Hyderabad,2014,53000,Diesel,Automatic,2,14.21,2143.0,b'58.16',5.0,Mercedes-Benz,63
Coimbatore,2014,87652,Diesel,Automatic,2,14.16,1968.0,b'58.16',5.0,Audi,143
Chennai,2008,94873,Petrol,Manual,2,15.3,1596.0,b'58.16',5.0,Ford,79
Mumbai,2015,56000,Diesel,Automatic,1,18.88,1995.0,b'58.16',5.0,BMW,3
Kochi,2018,18678,Petrol,Manual,1,21.1,998.0,b'58.16',5.0,Maruti,28
Delhi,2014,30000,Diesel,Automatic,1,14.21,2143.0,b'58.16',5.0,Mercedes-Benz,63
Hyderabad,2013,59000,Petrol,Manual,1,20.36,1197.0,b'58.16',5.0,Hyundai,216
Mumbai,2017,13000,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Kochi,2014,74325,Petrol,Manual,1,19.4,1198.0,b'58.16',5.0,Honda,34
Kolkata,2015,45000,Diesel,Manual,1,21.9,1396.0,b'58.16',5.0,Hyundai,217
Pune,2013,57000,Petrol,Manual,1,16.47,1198.0,b'58.16',5.0,Volkswagen,138
Pune,2001,125943,Petrol,Manual,2,13.0,1493.0,b'58.16',5.0,Honda,47
Delhi,2008,80000,Diesel,Manual,1,18.7,1896.0,b'58.16',5.0,Skoda,128
Hyderabad,2010,154000,Diesel,Manual,1,13.1,2499.0,b'58.16',7.0,Ford,70
Bangalore,2013,62000,Diesel,Manual,2,18.3,1991.0,b'58.16',5.0,Chevrolet,58
Kolkata,2014,45000,Diesel,Manual,1,24.2,1498.0,b'58.16',7.0,Honda,120
Pune,2012,105000,Diesel,Manual,2,20.77,1248.0,b'58.16',7.0,Maruti,72
Mumbai,2013,26000,Petrol,Manual,1,18.9,1197.0,b'58.16',5.0,Hyundai,95
Mumbai,2014,30900,Diesel,Automatic,1,14.74,2993.0,b'58.16',5.0,Jaguar,205
Chennai,2014,48000,Petrol,Manual,1,18.0,1198.0,b'58.16',5.0,Honda,20
Pune,2011,112719,Diesel,Automatic,1,12.4,2698.0,b'58.16',5.0,Audi,13
Chennai,2017,5000,Petrol,Manual,1,18.6,1197.0,b'58.16',5.0,Hyundai,217
Mumbai,2016,16000,Petrol,Manual,1,17.0,1198.0,b'58.16',5.0,Volkswagen,21
Jaipur,2011,63000,Petrol,Automatic,1,13.4,1997.0,b'58.16',5.0,Renault,81
Chennai,2011,28300,Petrol,Manual,1,24.07,998.0,b'58.16',5.0,Maruti,19
Jaipur,2005,49000,Petrol,Manual,1,19.7,796.0,b'58.16',5.0,Maruti,19
Kolkata,2016,12501,Petrol,Manual,1,20.51,998.0,b'58.16',5.0,Maruti,196
Kochi,2016,56628,Diesel,Manual,1,20.4,1248.0,b'58.16',5.0,Fiat,112
Pune,2010,105000,Diesel,Manual,1,19.3,1248.0,b'58.16',5.0,Maruti,176
Pune,2016,52126,Diesel,Manual,1,21.64,1461.0,b'58.16',5.0,Renault,167
Kolkata,2010,38000,Petrol,Manual,1,18.5,1197.0,b'58.16',5.0,Hyundai,217
Bangalore,2016,50000,Petrol,Manual,1,19.1,1197.0,b'58.16',5.0,Hyundai,209
Kochi,2015,50230,Petrol,Manual,1,18.9,998.0,b'58.16',5.0,Maruti,196
Ahmedabad,2014,31000,Diesel,Manual,1,15.1,2179.0,b'58.16',7.0,Mahindra,208
Delhi,2014,79000,Diesel,Automatic,1,12.55,2982.0,b'58.16',7.0,Toyota,83
Delhi,2012,130000,Diesel,Manual,1,19.64,1461.0,b'58.16',5.0,Renault,60
Chennai,2010,115000,Petrol,Manual,2,17.92,1086.0,b'58.16',5.0,Hyundai,166
Pune,2013,41500,Petrol,Manual,2,17.01,1591.0,b'58.16',5.0,Hyundai,191
Pune,2014,54385,Diesel,Automatic,2,15.06,1995.0,b'58.16',5.0,BMW,198
Kochi,2011,56361,Petrol,Automatic,1,12.9,1799.0,b'58.16',5.0,Honda,48
Delhi,2018,22000,Petrol,Automatic,1,15.26,1798.0,b'58.16',5.0,Audi,13
Kolkata,2017,8000,Petrol,Manual,1,20.51,998.0,b'58.16',5.0,Maruti,196
Coimbatore,2018,28741,Diesel,Manual,1,24.3,1248.0,b'58.16',5.0,Maruti,193
Pune,2012,117236,Diesel,Automatic,2,11.8,2720.0,b'58.16',7.0,Land,153
Pune,2016,30500,Diesel,Automatic,1,26.59,1248.0,b'58.16',5.0,Maruti,61
